age,income,loan_amount,loan_term,employment_years,credit_score,has_other_loans,approved
33,139858,58107,48,1,500,0,0
52,67891,62527,12,4,353,1,0
24,89110,57798,60,0,621,0,1
52,24091,42491,48,12,772,1,1
64,137174,13244,48,9,789,1,0
51,82285,4520,24,25,802,0,1
23,96944,5610,12,2,487,1,0
57,98137,55511,48,14,563,1,0
69,35943,63722,12,32,326,1,0
50,18076,5424,12,7,598,0,0
68,142934,59912,36,28,458,0,0
25,73787,14716,6,0,477,1,0
70,106991,25801,6,14,551,0,1
68,73734,36158,6,31,788,1,0
44,64084,55146,36,19,782,1,0
37,51383,47284,24,2,539,1,0
39,22301,46025,48,15,709,1,0
63,11853,57121,12,12,718,1,0
23,49224,36288,24,1,625,1,0
43,142567,60377,12,1,371,1,0
32,28418,51408,48,14,720,1,0
27,142126,66135,60,9,509,0,1
27,9569,56892,12,2,743,1,0
52,33368,49966,36,19,436,1,0
60,8779,67031,6,28,501,1,0
45,22836,35166,6,14,760,0,1
67,131868,33217,12,42,744,1,1
19,18703,52890,60,0,592,0,0
30,118694,66246,36,0,699,0,1
20,20844,14408,12,0,341,1,0
28,59299,37655,12,3,616,0,0
18,131404,60122,60,0,303,0,0
69,82578,24161,36,33,363,1,0
56,52517,67631,36,34,577,0,1
68,135086,40707,60,19,522,0,0
23,27361,5525,12,3,839,1,0
31,24167,43076,24,3,778,1,1
49,43948,32429,60,16,792,0,1
51,49958,36746,6,24,478,0,0
39,19321,14294,24,5,672,1,0
30,24531,23149,36,6,502,0,0
46,97823,1205,48,15,643,0,0
52,42735,43829,6,26,832,0,1
61,127364,63665,60,38,364,1,0
29,115878,10852,36,4,551,1,0
38,147017,26165,6,10,807,1,1
29,138980,56684,6,6,346,1,0
31,67989,9407,6,10,310,0,0
53,89669,57337,6,2,672,1,0
39,22685,11668,12,7,729,0,1
19,104718,9068,36,0,752,1,0
22,128640,42302,36,1,622,1,0
67,144754,11304,6,32,773,1,0
30,138007,19333,24,9,424,0,1
51,113643,58796,36,9,743,0,1
43,98706,57046,24,15,497,0,0
45,110906,37824,60,7,553,0,0
27,77339,18682,24,0,425,0,0
58,104391,46000,6,1,491,0,0
53,27576,23789,48,16,729,1,0
29,44742,27786,60,2,449,1,0
59,93876,47964,24,38,391,1,0
51,115737,23091,12,17,690,0,0
67,148688,56197,6,29,541,1,0
43,111771,39161,24,5,580,1,1
56,86464,15742,60,15,509,0,0
57,107196,36243,60,23,763,0,1
56,85743,41884,48,23,658,0,1
53,24382,18192,36,31,796,1,0
55,53593,59273,36,11,823,1,1
27,117958,56249,24,6,563,0,0
29,61009,35926,36,4,825,0,1
30,129747,15778,24,4,463,1,0
60,117008,42254,6,12,389,0,0
29,22364,8408,24,9,411,0,0
55,93769,38323,12,28,580,0,0
32,64787,24118,24,12,845,1,1
49,139410,7848,36,25,576,1,0
57,22928,4517,6,7,518,0,0
49,75580,4095,6,21,575,0,1
24,58920,7268,6,1,763,0,1
66,143171,23793,6,37,806,1,1
62,82572,37606,36,22,579,1,0
45,64146,42404,12,0,804,1,1
66,62059,14218,48,7,567,1,1
38,104265,33404,6,16,390,1,0
44,87122,48892,24,3,700,1,0
51,96797,27381,36,19,464,1,1
23,9088,16243,24,0,409,1,0
39,69104,60051,60,18,729,1,0
69,8390,65183,6,1,369,0,0
63,143316,67853,12,34,768,0,0
54,69457,63478,12,7,784,1,0
34,135132,30389,48,11,518,0,0
51,132948,4548,36,20,592,0,0
50,144634,35491,24,23,349,1,0
43,103997,11486,36,4,568,1,1
70,61468,2020,24,46,314,0,0
57,15086,8135,36,8,666,1,0
29,136277,34570,12,7,798,1,1
28,106273,54275,36,8,756,0,0
57,54019,17087,6,31,608,1,0
37,75390,59719,36,10,629,1,1
40,21470,42433,36,22,843,1,0
32,139337,33747,12,5,640,0,1
37,138898,10576,24,19,663,0,1
41,84403,32419,24,13,588,1,0
52,117550,64479,60,21,746,0,1
63,145171,56774,24,18,668,1,1
33,72295,38996,48,1,719,0,0
22,137696,10414,60,1,727,0,1
40,146448,9526,6,5,701,1,1
34,95371,54254,6,11,505,1,0
30,9083,58516,24,3,700,1,1
55,13738,41412,6,0,790,1,0
36,19571,27294,36,13,732,0,0
50,75827,24702,12,8,542,1,0
56,10130,23444,48,10,712,1,0
29,122401,41371,12,4,654,0,1
47,100388,54609,24,17,498,1,0
19,130968,34588,12,0,820,0,1
37,11742,39729,60,8,478,0,0
64,47766,47202,6,9,844,1,0
35,92195,59102,48,11,628,0,1
27,66673,25229,12,1,829,0,1
39,126260,9058,36,15,621,1,0
19,88499,14146,60,1,595,1,0
56,73844,60330,12,2,610,1,1
19,65356,18847,48,0,610,1,1
24,108189,22172,48,1,831,1,1
57,137138,46692,12,26,458,1,1
64,42163,10171,48,43,575,0,1
34,80632,22858,24,3,454,1,0
56,135753,58276,6,9,461,1,0
31,38169,65734,6,1,436,1,0
25,99443,66641,12,5,563,1,0
61,45447,58524,12,11,727,1,0
53,82393,13012,48,30,316,1,0
51,112002,54793,48,11,375,0,1
19,120165,17172,24,0,753,0,1
52,130862,4479,36,22,538,0,0
42,77707,30107,60,4,557,0,1
49,67686,38850,6,19,832,0,0
20,28536,28535,24,2,320,0,0
65,144182,54449,36,44,400,1,1
42,81894,67185,6,16,568,1,0
27,76483,20048,6,4,360,1,0
51,145361,47310,24,6,541,0,1
49,65005,38929,36,9,485,0,0
59,35856,65033,36,18,511,0,0
64,61848,48876,60,39,434,1,0
52,45902,66679,24,3,374,1,0
27,120980,40875,36,1,629,1,0
20,97343,34463,48,2,326,0,0
63,48920,34590,24,13,441,0,1
31,12810,19667,12,8,631,1,0
49,124247,19861,36,19,730,0,1
45,119946,45703,60,1,492,1,0
58,137171,5403,24,11,663,0,1
20,132543,26997,60,1,659,1,0
41,106133,1835,24,5,751,1,1
44,59657,69447,24,17,451,1,0
66,75437,55877,60,35,532,1,0
34,133287,64274,6,16,515,0,0
33,31052,57848,6,13,801,0,1
44,139720,28077,48,13,301,0,0
21,21337,51161,36,2,304,1,0
66,29071,1913,6,17,790,1,1
60,91566,69384,24,18,332,1,0
34,104917,11560,48,1,694,0,0
60,25554,42710,36,12,802,1,0
66,98830,57706,12,31,691,0,1
65,11096,25354,12,26,424,1,0
32,110662,21837,48,14,686,1,1
49,144110,63529,48,25,777,1,0
34,25658,13289,24,3,691,0,1
66,75105,30806,6,17,465,1,1
27,98672,44619,36,7,377,0,0
36,95541,57321,60,3,819,1,0
55,57599,48594,48,19,708,0,1
58,57765,10098,24,15,602,0,0
70,126599,2586,48,43,608,1,0
55,61265,37349,12,37,808,0,0
56,83881,35853,48,36,643,0,1
70,66509,29560,6,39,577,0,1
42,24906,40818,6,13,332,1,0
65,114918,2320,36,36,456,1,0
27,49275,64156,60,1,600,0,0
26,111508,47942,6,1,658,0,0
30,51688,27187,60,0,716,0,0
57,88845,1275,48,21,827,1,0
57,142686,36762,60,37,344,1,1
39,130494,28227,36,1,486,1,0
37,100860,69296,60,16,414,0,0
64,124025,24855,12,24,420,0,1
48,132544,5105,24,26,374,0,1
51,39672,40649,12,6,757,0,1
66,139017,26376,60,13,440,0,0
66,135822,33121,6,16,550,0,1
28,84559,55018,36,0,796,0,1
18,51468,41949,36,0,389,0,0
51,66081,33737,12,17,622,0,0
61,74322,24484,12,32,348,0,0
63,110482,16021,48,39,751,0,1
33,39044,4670,36,7,845,0,0
18,58450,5719,36,0,445,1,0
65,90377,50575,60,33,419,0,0
54,111647,5899,24,15,845,1,1
32,8099,42781,24,0,781,1,1
34,97376,18231,24,8,423,0,1
57,108737,13574,24,7,809,1,0
38,114704,32110,60,3,571,0,1
46,51908,49354,24,20,372,0,0
70,140242,18088,48,18,427,0,0
35,71691,11366,48,4,564,1,0
37,138676,13455,36,1,331,0,1
46,89372,42178,6,6,349,0,0
36,80872,18475,24,2,536,1,0
22,147696,54443,48,3,775,1,0
50,35451,37289,60,23,713,0,1
62,29795,57395,60,26,390,0,0
34,13740,7275,24,0,827,0,1
60,53712,49807,60,15,789,0,1
50,83424,10271,60,8,304,1,1
50,19835,18619,6,28,519,1,0
18,121657,13688,12,0,717,0,1
29,134861,60644,6,7,583,0,0
50,103288,23585,60,27,442,0,1
54,134848,40276,24,24,644,0,0
24,46454,42962,60,3,607,0,0
62,18640,68075,48,18,379,1,0
58,21864,64885,6,5,523,0,0
51,133037,28446,12,24,460,1,1
34,105088,17935,24,9,644,1,0
32,45314,11701,36,0,766,1,0
67,143894,39659,60,3,461,0,0
66,130931,2434,60,10,558,1,0
37,139028,37552,60,12,370,1,1
22,29150,56165,24,1,315,1,0
51,84164,16489,24,0,588,1,0
58,23981,63439,36,3,774,1,1
55,50702,46476,24,16,702,0,1
54,133811,51888,36,22,649,0,0
49,84462,4528,36,14,809,0,1
54,91520,2183,6,0,742,0,0
46,111156,37688,36,13,427,0,0
23,80264,29050,36,3,479,1,0
70,57502,45056,24,17,848,0,1
36,77775,1981,48,2,330,1,0
57,69489,27256,60,4,379,1,1
64,126847,3960,24,35,827,1,1
20,114884,39484,60,2,440,0,0
29,127811,3845,6,9,363,0,1
54,42713,23809,36,33,307,1,0
63,33280,30219,6,11,493,0,1
36,63431,64868,24,11,757,0,1
22,31987,5529,60,1,543,1,1
22,8849,49558,36,0,656,0,0
36,105864,11375,48,11,645,1,1
42,65158,34472,24,8,436,0,0
32,65910,46016,48,5,522,1,0
26,122027,43864,6,2,759,0,1
20,122728,8099,12,0,300,0,0
31,136469,44647,6,9,781,1,1
37,71164,52774,12,2,837,1,1
54,131545,64207,6,34,647,1,0
21,121547,3444,48,2,791,1,1
51,87742,8397,36,20,367,0,0
25,93990,66626,36,0,566,0,0
24,136013,23423,12,2,546,0,0
28,71476,55712,48,4,771,0,0
51,45570,29989,60,25,658,1,0
68,117068,13108,6,22,521,0,0
58,133879,31580,36,15,782,0,1
26,126365,27628,24,5,352,1,0
18,56761,67276,60,0,671,0,0
54,142968,45416,36,23,520,0,0
28,21986,17315,12,5,618,0,0
40,125291,32418,48,19,769,0,1
66,82751,55404,6,24,335,1,0
37,33251,20603,6,3,679,0,0
20,9136,3040,48,1,812,0,1
18,149082,8882,24,0,351,0,0
46,66209,11634,12,23,393,0,0
22,53622,37823,6,2,570,0,0
69,126351,3293,60,22,445,0,1
57,118015,61503,36,2,665,0,1
48,133430,29591,24,28,630,0,1
52,54833,48573,24,33,605,1,0
42,28526,58713,24,0,827,1,0
37,60998,9817,24,14,717,1,1
24,143601,22524,12,6,495,0,0
65,141823,53939,60,41,797,0,1
25,59736,21701,24,1,674,1,1
53,91806,18673,6,10,822,1,1
52,120993,21318,36,13,529,1,1
41,128361,28193,24,8,416,0,0
31,84796,9979,36,6,576,1,0
18,16575,57548,12,0,548,0,0
69,53289,30303,48,46,315,1,0
54,56159,5385,36,15,632,1,0
66,52955,55860,24,45,688,1,1
36,93173,53881,6,18,304,0,1
70,136759,13095,36,31,700,0,1
34,38210,68391,24,0,468,0,0
39,36771,51596,48,19,840,0,1
69,65590,67364,24,0,744,0,1
44,90104,38834,12,2,820,1,1
28,30917,41427,36,10,580,1,0
24,59290,65164,48,2,792,0,1
69,63358,6829,24,17,371,0,0
24,100705,35733,6,3,305,1,0
62,105583,18552,48,34,541,1,0
55,45768,38695,36,19,387,1,0
51,25113,34692,48,10,546,0,0
68,55695,13398,48,29,604,0,0
49,140236,2560,24,2,588,1,0
32,142187,3227,24,1,524,0,0
44,39864,48566,6,4,561,0,0
47,69398,18436,36,4,383,1,0
28,79440,32877,60,10,391,1,0
50,131335,37462,48,27,475,0,1
51,122514,36587,36,1,665,1,1
63,109702,43898,6,11,345,0,1
53,140245,24203,6,13,519,1,0
59,36048,17177,6,41,615,0,1
51,21963,4859,6,1,327,1,0
57,114946,44318,36,34,407,0,1
64,72911,1628,24,0,814,1,0
33,79032,59933,60,13,495,1,0
35,77545,36547,24,14,840,1,1
38,13814,60368,36,20,688,0,0
21,54383,9054,36,2,512,1,0
21,50711,61861,36,3,580,1,0
40,136669,37598,48,16,668,0,0
60,126945,33293,48,0,798,1,1
35,82033,26816,60,15,431,0,0
39,149219,3354,12,2,677,1,0
26,80415,9143,12,3,551,0,1
49,74362,1286,60,22,573,0,1
27,17838,35392,36,1,401,0,0
64,81574,56028,24,41,742,1,0
34,68185,39103,48,4,385,0,0
25,94514,4001,48,3,826,0,0
60,50487,49753,36,0,835,1,1
66,108979,15593,36,43,390,1,0
56,123268,5993,36,15,820,0,1
31,109068,66118,24,3,629,0,1
64,141238,16878,6,38,830,1,1
51,88888,67517,24,7,611,1,1
66,135109,60196,24,36,308,1,0
26,67555,66646,36,0,315,1,0
25,35838,12484,48,2,440,0,1
56,32724,1717,48,0,756,0,1
41,83672,19821,36,2,359,0,1
40,58249,9829,24,15,583,0,0
31,52993,14474,6,13,504,0,0
33,115034,63879,6,1,659,0,1
25,113028,17399,48,2,395,0,0
69,102189,16798,48,33,463,1,0
30,114008,27229,12,2,724,0,1
21,23754,66754,36,3,659,0,0
41,9771,55159,60,10,302,1,0
39,20852,11159,12,9,572,1,0
41,94311,8120,36,14,752,1,0
21,113121,63996,6,0,363,0,1
48,23751,31479,24,5,645,1,1
23,124529,26876,48,3,757,1,1
53,148558,36618,24,24,717,0,1
23,79180,11334,24,4,781,0,1
46,103165,45561,6,13,362,0,0
43,39009,27623,24,25,782,0,1
53,113231,59372,60,9,391,0,0
33,18227,31670,24,7,693,0,1
46,138612,40821,6,24,805,0,1
40,117810,32633,12,22,716,0,1
59,56800,30028,36,27,709,1,1
42,81280,20267,6,8,574,1,1
67,122990,5313,48,3,309,1,0
32,92097,4006,60,6,777,0,1
44,48318,23792,24,24,337,0,0
18,127509,9328,60,0,837,1,1
18,90029,64073,48,0,755,1,0
60,138245,58041,6,3,314,0,0
56,106060,45839,60,20,626,0,1
53,149157,68423,12,24,487,0,0
62,38818,40127,36,14,841,0,1
69,102512,16554,6,15,607,1,0
32,139505,2547,24,7,830,0,1
21,149861,50573,6,0,709,1,0
32,105585,30269,24,2,406,0,0
58,30299,20454,48,36,389,1,0
62,105165,9077,24,22,374,1,0
30,147323,45278,48,9,362,1,0
49,40758,23361,12,9,699,1,0
20,129041,1500,6,0,780,0,1
43,137497,12440,24,16,350,0,0
24,45002,10224,6,1,650,0,1
32,8111,46845,6,6,460,0,0
28,9616,4956,60,7,345,0,0
69,54009,50158,48,44,418,1,0
67,137442,56237,60,29,558,0,0
18,98886,25601,60,0,408,1,0
24,53465,61240,6,4,489,0,0
25,100475,55818,6,6,834,0,0
43,130529,64440,60,9,538,0,0
25,78281,30824,36,7,695,0,0
29,132143,47582,48,11,339,0,1
54,108631,61954,24,20,358,1,0
53,73910,3811,12,12,378,1,0
18,38360,15059,36,0,442,0,0
49,79075,40147,60,4,488,1,1
24,72680,7408,6,6,502,0,0
49,48607,43088,60,31,671,0,0
67,110766,57336,12,31,314,1,0
28,11088,18198,60,9,658,0,1
30,55105,24083,12,1,603,0,1
45,13359,8293,24,5,576,0,0
47,120027,38227,24,1,434,0,0
57,43440,6945,24,29,433,1,1
50,132881,10556,36,12,522,1,0
55,72723,38303,24,0,552,1,0
60,147350,37013,48,3,703,1,1
57,59343,36845,6,12,434,1,0
41,52310,49088,24,22,757,1,1
47,137290,50144,24,14,593,1,1
42,82611,42337,48,11,639,1,0
51,147389,53017,24,23,415,0,1
22,57847,14720,36,0,407,1,1
27,63845,22594,48,3,455,0,0
43,127719,12914,48,12,353,0,0
37,104140,49938,60,10,817,1,0
26,91483,37841,6,8,520,1,0
44,62796,23066,24,4,731,1,1
59,110027,12817,6,10,365,0,1
37,98032,60541,60,5,815,1,1
30,62642,61690,36,12,697,1,0
28,60661,42117,60,2,599,0,0
38,53869,47818,24,3,754,1,1
29,140344,53521,24,3,634,1,1
51,112596,27858,60,9,329,0,1
65,57643,4647,12,43,566,0,0
64,121962,36557,36,5,639,1,0
35,47178,69819,36,14,594,1,0
63,64786,60289,36,36,463,0,1
65,55013,4402,6,40,518,0,0
20,100625,69072,60,2,609,1,0
61,100874,58474,12,10,511,1,1
22,123721,22293,24,3,317,1,0
65,149490,38851,48,1,413,0,1
52,45277,35803,12,21,502,0,0
48,138712,5214,6,7,757,1,1
57,135654,21036,36,33,774,0,0
53,122469,35414,12,30,751,0,0
58,25049,11178,6,7,317,1,0
63,21099,16230,12,16,466,0,0
27,24006,35130,12,7,304,0,0
38,39383,61518,36,11,575,0,0
30,19200,29285,60,12,691,1,1
55,44187,4308,60,24,419,1,0
22,95163,28993,6,1,603,1,0
19,134427,9761,48,0,660,0,0
56,108072,14586,12,11,733,1,0
64,70496,53088,12,18,348,1,0
42,111786,6559,6,7,629,0,1
19,45779,45224,48,0,613,0,1
52,38246,1736,6,11,843,1,1
18,121634,53467,60,0,530,0,0
38,44144,10508,6,5,364,0,0
66,18900,31098,36,27,713,0,1
55,39342,64003,48,5,536,1,0
38,38335,16501,24,9,398,0,1
33,56642,48162,12,7,653,1,0
36,66921,39008,12,14,498,1,0
33,78583,49287,12,14,776,0,1
55,90366,10616,60,3,478,0,1
34,35643,5175,24,3,776,1,1
59,20899,64017,24,19,495,1,0
59,149019,12517,36,28,737,1,1
56,10452,66489,6,35,701,1,0
49,84975,65337,48,28,321,1,0
60,116629,22393,24,34,304,1,0
30,61134,28833,36,7,665,1,0
55,119250,39925,48,10,820,1,1
34,140479,61293,6,13,833,1,1
64,122452,12424,12,17,745,0,0
20,100823,54024,48,2,746,0,0
18,77399,31075,48,0,466,1,0
59,102194,51029,6,24,583,1,0
45,15819,68378,36,21,563,0,0
25,22624,33337,60,7,738,0,0
61,52587,62172,60,5,307,1,0
60,108015,40071,48,40,365,1,0
46,94839,56151,60,10,590,0,0
32,19413,39845,60,10,371,1,0
63,143884,47225,24,44,568,1,0
21,126731,12356,36,3,485,0,0
57,53648,23988,24,1,580,0,1
27,69033,25888,6,6,739,1,0
40,115939,24194,48,12,462,1,0
33,142600,66230,6,4,685,0,0
41,57969,42401,24,0,595,1,0
35,119913,31350,12,9,802,1,1
26,56293,2874,36,6,783,1,0
26,106093,11192,12,2,434,1,0
26,64666,69681,36,5,842,0,0
23,112649,65198,12,4,489,1,0
63,65376,44103,12,35,405,1,0
41,10850,58360,6,8,521,0,0
56,87941,48098,6,36,469,1,0
43,50231,14179,48,0,426,0,1
60,53452,68852,36,38,748,0,0
32,30038,9797,6,5,337,1,0
20,71932,45515,24,2,549,1,0
70,68741,35832,12,31,638,0,0
52,80920,4813,60,8,753,0,1
24,125936,26060,12,1,850,1,0
55,34047,29701,6,6,790,0,1
38,45133,44370,6,7,382,0,0
67,103655,63715,48,49,524,0,0
62,67186,29937,24,33,628,0,0
19,116755,13069,24,0,462,0,0
58,149493,10685,48,8,621,0,1
68,94598,56269,48,33,479,1,1
25,123388,33421,48,3,805,0,1
30,23047,64187,24,12,688,1,0
30,74592,14295,48,9,831,1,1
69,106762,22315,36,12,315,0,0
47,79780,47829,24,4,642,0,0
62,97067,67432,24,24,583,1,0
19,86739,28851,12,0,379,1,1
42,22560,57630,48,21,756,0,1
61,73497,20081,12,40,307,0,1
54,95283,46683,12,5,827,1,1
53,93070,26677,48,14,640,1,1
41,54623,24435,60,19,578,0,0
30,48390,31081,6,10,839,0,1
48,81863,17081,48,4,569,1,0
67,55750,10435,60,9,740,0,1
58,27862,43380,60,21,565,1,0
68,15191,9305,48,9,356,0,1
20,134922,69519,60,2,358,0,0
31,125465,26722,12,1,322,0,0
53,30206,4346,12,20,769,1,0
65,39432,3702,24,7,829,0,1
58,31424,27738,12,15,376,0,0
50,141743,34978,48,26,487,1,0
35,52656,14143,6,16,481,1,1
22,112202,62402,12,2,328,1,0
23,75136,58678,36,5,325,0,0
23,54507,49346,36,0,796,1,0
61,103327,1015,60,25,541,1,0
37,22649,20728,24,9,565,1,0
27,40808,7241,24,7,605,1,1
47,72031,43914,12,10,714,1,0
19,144962,30769,12,0,397,1,0
51,29494,16716,12,21,440,1,0
51,100812,64751,48,11,391,1,0
61,102777,25636,24,38,436,0,0
55,24625,26014,6,29,316,1,0
45,100780,60631,36,21,702,1,1
55,92731,19686,60,31,408,0,1
42,95161,61309,48,3,572,0,1
57,114169,48508,60,2,302,1,0
56,52826,11094,6,35,646,1,0
28,89107,51068,60,0,814,1,0
55,66885,29478,6,1,671,1,0
26,25563,27377,48,7,743,1,0
28,8326,23525,12,10,729,1,0
31,149408,52055,36,10,751,1,1
32,141016,59734,36,11,481,1,0
52,104301,49883,12,26,361,0,0
51,37161,28125,48,6,405,0,0
42,104560,53134,60,15,728,1,0
51,21175,20713,24,16,436,1,0
34,39487,9654,36,2,339,0,1
49,86396,45977,48,20,446,1,1
18,70108,49156,6,0,830,1,1
31,72677,50993,6,0,655,1,0
63,44406,18412,36,35,694,0,0
33,112979,52530,24,8,340,1,0
18,85509,65635,60,0,657,0,0
66,64042,29866,60,23,303,1,0
27,108817,8054,12,3,762,0,0
43,38757,23766,48,8,320,1,0
41,142484,8403,60,19,801,1,1
56,42785,51504,24,35,819,0,1
67,96635,45166,36,27,311,0,0
42,145227,28663,12,9,510,1,0
61,83449,38411,12,24,599,0,0
34,16784,7248,60,6,553,0,1
36,49990,3807,12,17,441,1,1
49,107649,56735,6,23,367,0,1
70,49746,42598,24,36,727,0,1
34,127315,58673,36,11,375,0,0
66,124467,68717,36,33,798,1,1
37,111965,10153,6,9,327,1,0
42,135282,34410,48,23,830,0,1
38,14854,7246,12,0,522,1,0
18,31530,41281,48,0,738,1,0
29,84459,2913,6,9,593,0,1
49,38913,13837,60,7,681,1,1
41,44603,63062,48,1,308,1,0
21,119264,15976,36,2,807,1,0
32,119190,44827,12,14,553,0,0
22,69801,9398,36,3,759,0,1
59,139235,29237,12,34,607,1,0
62,90584,28759,36,27,821,0,1
24,139917,57676,6,6,316,0,0
43,141435,69877,12,1,540,0,0
24,138570,19149,36,6,508,1,0
23,67201,20849,36,4,571,0,0
38,146602,27571,36,3,714,1,1
31,22237,35352,6,7,584,1,0
22,96636,68640,12,4,641,0,0
49,82254,6147,60,6,473,1,0
63,38983,2081,6,31,737,1,0
44,43330,25920,24,4,808,0,1
22,94737,51994,24,1,434,0,1
22,139133,63364,36,4,725,1,0
37,31692,1386,12,13,689,0,0
67,71698,29372,12,21,832,1,1
53,118719,22444,24,25,373,1,1
38,25000,16587,12,8,595,0,0
45,92219,61254,48,0,577,0,0
39,126670,38282,48,18,641,0,1
70,42408,39983,12,32,426,0,0
57,34865,34806,48,35,591,0,0
66,79819,46420,12,7,829,1,0
57,90233,55000,12,22,555,0,1
53,88330,23648,48,28,582,0,0
44,106127,58748,36,3,727,0,1
48,99379,31862,60,9,467,1,0
48,79011,50414,48,13,456,1,0
54,57613,12824,48,8,433,0,1
35,97152,23550,48,14,676,1,0
60,121333,1731,24,23,424,1,1
61,127685,7923,24,29,722,1,1
33,129273,50290,12,11,337,0,1
41,126487,15551,48,2,524,1,0
59,77815,58711,48,32,322,0,1
47,138658,9360,48,8,581,1,0
52,117901,61397,36,19,750,0,1
35,68948,60651,48,16,518,1,0
51,9431,7887,36,27,550,1,0
57,122453,54335,12,34,839,1,1
18,79400,29296,36,0,379,1,0
39,116416,29349,48,13,501,1,1
33,130491,34606,48,0,512,0,1
27,127475,18664,12,4,696,1,1
62,82675,24445,6,30,696,0,0
53,30534,33280,48,4,503,0,0
39,148677,29443,12,16,662,0,1
46,20183,27571,24,28,400,1,0
36,91716,68176,6,7,325,0,1
66,77654,23879,12,2,630,1,0
43,97714,62152,36,8,828,1,0
23,91945,60342,6,4,387,1,0
46,128379,25836,48,6,466,0,1
44,89695,19169,6,1,541,1,0
46,43221,46968,48,12,584,1,0
26,31004,60059,48,3,560,0,1
53,139009,19428,6,4,752,1,1
21,131912,29837,24,2,464,0,0
64,107140,58328,12,19,429,0,0
34,20752,67127,48,6,702,1,0
63,141475,41491,24,21,349,1,0
46,24200,2529,48,21,411,1,0
21,98449,22077,48,1,774,0,0
60,137450,54430,48,28,386,1,0
19,18843,53946,6,0,581,1,0
59,35001,57219,24,38,538,0,0
33,127723,37717,6,5,507,1,0
25,14624,29916,36,0,523,0,0
49,112812,32227,12,19,828,0,1
43,125518,43229,6,2,804,0,1
28,14321,33826,6,9,603,1,0
38,17895,62533,48,3,311,1,0
58,11955,54053,48,37,486,1,0
37,34566,3514,60,12,406,1,1
49,100910,51006,60,25,470,1,1
18,36850,46889,24,0,495,0,1
21,92448,19180,24,3,637,0,1
65,87411,10233,24,24,771,0,1
50,88840,23328,24,17,393,0,1
61,79201,37079,36,7,423,1,1
31,20558,47854,36,6,743,0,0
70,94889,40358,48,4,553,1,0
50,108063,54275,60,20,733,1,1
37,72458,29640,24,5,782,0,1
51,138928,59704,48,29,431,1,0
25,61773,41038,36,2,678,1,0
66,42362,19588,24,35,590,1,0
18,17472,52821,24,0,670,1,0
22,11529,6892,24,3,312,1,0
24,84248,46486,12,2,681,0,0
19,73521,44332,48,1,492,0,0
52,84181,51431,60,17,585,0,0
37,75637,57817,48,6,620,1,0
26,17142,31844,12,0,403,0,0
44,31598,32949,48,5,660,0,1
20,99135,61066,60,2,721,1,1
28,59956,13285,60,6,367,0,0
46,101883,45450,48,25,621,0,1
51,136010,31833,24,0,790,1,1
54,131890,10595,24,27,419,1,0
45,81487,32985,24,9,416,0,0
39,100955,68261,60,18,321,0,1
36,47594,55522,6,14,774,1,0
51,32236,45233,36,18,766,1,1
23,131117,19810,12,0,711,0,0
66,147272,22386,6,13,737,1,1
46,65206,18056,60,6,490,0,0
26,113999,10022,60,7,548,1,0
24,37329,29816,48,3,793,1,1
45,60881,25620,60,5,317,1,1
33,106280,24512,24,1,333,1,0
59,143354,61135,12,40,826,1,0
42,44767,8275,6,0,582,0,0
54,75336,51302,24,20,580,0,1
32,29717,51793,36,3,623,0,1
28,94021,24535,12,5,744,0,1
67,54661,39534,60,13,829,1,0
66,57402,6728,6,29,334,0,1
34,71521,61963,6,2,479,0,0
38,138894,36186,12,5,649,0,1
18,59084,24970,24,0,711,0,1
43,104577,29883,60,0,707,1,0
19,70242,24543,6,0,819,0,1
51,41075,53674,6,31,357,1,1
70,64794,38397,36,31,542,1,0
41,85677,12308,60,9,796,1,0
52,49083,29399,12,19,482,0,0
70,122385,10142,6,6,810,0,1
40,50089,64053,12,18,495,1,0
41,135052,25189,6,3,631,1,1
49,69279,26711,24,5,804,1,1
51,103339,36112,36,15,357,1,0
47,131389,54386,36,2,477,1,0
69,113213,43317,48,21,344,0,1
65,119883,51296,48,44,444,1,1
35,75779,36189,36,2,490,1,0
44,80726,63402,6,18,773,1,0
29,27454,33091,60,2,617,0,0
47,113550,63626,6,12,680,1,0
32,12409,66667,36,2,649,1,0
32,84412,42014,12,6,452,1,0
22,87425,23706,12,3,845,1,1
46,134901,10398,60,18,525,1,0
25,39738,23112,12,4,764,0,1
20,35940,48227,6,0,491,1,0
64,141356,68692,6,5,399,0,1
23,98245,44728,12,3,598,0,0
36,100969,2897,36,7,512,1,0
30,104171,18344,24,4,580,1,0
67,110636,2812,36,24,485,1,0
20,97587,59983,12,1,557,0,0
62,84609,34351,36,0,640,0,1
70,50160,1982,48,48,553,0,1
31,27026,26556,6,10,442,0,0
31,74595,15206,12,8,787,1,0
54,72853,53893,48,35,458,0,0
32,79042,41750,48,8,343,1,1
20,63935,65937,36,2,705,1,0
63,87540,60767,6,34,687,0,1
53,35224,53344,48,25,568,0,0
49,65993,17115,24,25,371,1,0
45,136876,41199,36,9,621,0,0
26,134371,45534,36,5,841,0,0
47,129393,15452,36,8,756,1,1
56,36790,9576,24,12,632,0,1
38,66177,17540,24,14,601,0,1
50,54112,69835,48,6,370,0,1
45,133009,33603,12,21,835,1,1
34,143346,31857,60,7,455,1,0
